Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao
Splatterhouse,X360,2010,Acao,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,62.0,51,7.6,60,"Namco Bandai Games America, Namco Bandai Games",+17
EyeToy: Groove,PS2,2003,Diversos,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,73.0,34,8.0,5,SCEE,Livre
You Don't Know Jack,PS3,2011,Diversos,THQ,0.16,0.0,0.0,0.01,0.18,82.0,11,7.3,18,"Jellyvision, Iron Galaxy Studios",+14
Chuck E. Cheese's Party Games,DS,2010,Diversos,UFO Interactive,0.17,0.0,0.0,0.01,0.18,Nao_Inserido,0,Nao_Inserido,0,UFO Interactive,Livre
Charlie and the Chocolate Factory,GC,2005,Aventura,Global Star,0.14,0.04,0.0,0.0,0.18,39.0,16,3.2,6,"High Voltage Software, Backbone Entertainment",Livre
Armored Core: Last Raven,PS2,2005,Simulação,505 Games,0.05,0.04,0.08,0.01,0.18,59.0,16,8.9,14,From Software,+14
Burnout Legends,DS,2005,Corrida,Electronic Arts,0.15,0.02,0.0,0.01,0.18,38.0,12,6.0,59,Visual Impact,Livre
Tomb Raider: Underworld,PS2,2009,Acao,Eidos Interactive,0.09,0.04,0.0,0.05,0.18,Nao_Inserido,0,5.8,30,Crystal Dynamics,+14
College Hoops 2K7,PS3,2007,Esporte,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,9,7.1,8,2K Sports,Livre
Hello Kitty: Birthday Adventures,DS,2010,Aventura,Namco Bandai Games,0.06,0.1,0.0,0.02,0.18,Nao_Inserido,0,Nao_Inserido,0,OneNine Studios,Livre
All Grown Up! Express Yourself,GBA,2004,Diversos,THQ,0.13,0.05,0.0,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Escape The Museum,DS,2010,Aventura,Astragon,0.04,0.12,0.0,0.02,0.18,Nao_Inserido,0,Nao_Inserido,0,Gogii Games,Livre
K-1 World Grand Prix,PS2,2002,Esporte,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,67.0,24,9.0,7,Konami,+14
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Estratégia,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Robot Taisen A Portable,PSP,2008,Estratégia,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Juiced,XB,2005,Corrida,THQ,0.13,0.04,0.0,0.01,0.18,68.0,39,9.1,15,Juice Games,+14
Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Acao,505 Games,0.11,0.01,0.05,0.01,0.18,38.0,14,3.0,12,"Eighting, Takara Tomy",+10
Looney Tunes: Back in Action,GBA,2003,Plataforma,Electronic Arts,0.13,0.05,0.0,0.0,0.18,47.0,7,Nao_Inserido,0,Warthog,Livre
Shaun White Skateboarding,Wii,2010,Esporte,Ubisoft,0.13,0.03,0.0,0.01,0.18,59.0,6,Nao_Inserido,0,Ubisoft Montreal,+10
DiRT Showdown,PS3,2012,Corrida,Codemasters,0.02,0.12,0.0,0.03,0.18,75.0,27,6.3,43,Codemasters,+10
Virtua Tennis,GBA,2002,Esporte,Atari,0.13,0.05,0.0,0.0,0.18,83.0,14,Nao_Inserido,0,Altron,Livre
Cabela's Big Game Hunter: Hunting Party,X360,2011,Esporte,Activision,0.16,0.0,0.0,0.02,0.18,Nao_Inserido,0,5.0,4,Nao_Inserido,Nao_Inserido
Tales of the Tempest,DS,2006,Rpg,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
SimCity Creator (JP sales),DS,2008,Simulação,Electronic Arts,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Biohazard: Revival Selection,PS3,2011,Acao,Capcom,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sonic Riders: Zero Gravity,PS2,2008,Corrida,Sega,0.09,0.07,0.0,0.02,0.18,56.0,16,8.3,27,Sonic Team,Livre
UFC: Sudden Impact,PS2,2004,Combate,Global Star,0.09,0.07,0.0,0.02,0.18,54.0,29,7.7,7,Opus,+14
NBA Hoopz,PS2,2001,Esporte,Midway Games,0.09,0.07,0.0,0.02,0.18,63.0,10,Nao_Inserido,0,Eurocom Entertainment Software,Livre
ESPN X Games Skateboarding,GBA,2001,Esporte,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Konami Computer Entertainment Hawaii,Livre
Nancy Drew: The Hidden Staircase,DS,2008,Aventura,THQ,0.16,0.0,0.0,0.01,0.18,Nao_Inserido,0,6.0,6,Gorilla Systems,Livre
Speedball 2100,PS,2000,Esporte,Empire Interactive,0.1,0.07,0.0,0.01,0.18,60.0,5,Nao_Inserido,0,Bitmap Brothers,Livre
Full Auto 2: Battlelines,PS3,2006,Corrida,Sega,0.14,0.02,0.0,0.02,0.18,67.0,43,7.6,25,Pseudo Interactive,+14
College Hoops 2K8,X360,2007,Esporte,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,81.0,21,6.9,16,Visual Concepts,Livre
LEGO Island 2: The Brickster's Revenge,PS,2001,Aventura,LEGO Media,0.1,0.07,0.0,0.01,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
How to Train Your Dragon,PS3,2010,Acao,Activision,0.12,0.03,0.0,0.02,0.18,51.0,18,7.0,6,Etranges Libellules,+10
Backyard Basketball,GBA,2004,Esporte,Atari,0.13,0.05,0.0,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Mistic Software,Livre
Madden NFL 09,XB,2008,Esporte,Electronic Arts,0.13,0.04,0.0,0.01,0.18,Nao_Inserido,0,5.5,6,EA Tiburon,Livre
Dynasty Warriors: Gundam 3,X360,2010,Acao,Tecmo Koei,0.11,0.03,0.02,0.01,0.18,65.0,27,7.8,20,Koei Tecmo Games,+14
Scooby-Doo! Unmasked,GBA,2005,Plataforma,THQ,0.13,0.05,0.0,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Summon Night 4,PS2,2006,Rpg,Banpresto,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NHL 2004,XB,2003,Esporte,Electronic Arts,0.13,0.04,0.0,0.01,0.18,85.0,21,6.5,31,EA Black Box,Livre
Pro Yaky? Spirits 5,PS2,2008,Esporte,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Back to the Future: The Game,PS4,2015,Aventura,Telltale Games,0.1,0.05,0.0,0.03,0.18,Nao_Inserido,0,7.1,18,Telltale Games,+14
Namco Museum: 50th Anniversary,XB,2005,Diversos,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18,62.0,23,Nao_Inserido,0,Backbone Vancouver,+10
Monster 4x4: Stunt Racer,Wii,2009,Corrida,Ubisoft,0.16,0.0,0.0,0.01,0.18,Nao_Inserido,0,5.2,9,Ubisoft,Livre
Velvet Assassin,X360,2009,Tiro,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,56.0,46,7.1,55,"Replay Studios, ML Enterprises",+17
NFL 2K2,XB,2002,Esporte,Sega,0.13,0.04,0.0,0.01,0.18,87.0,18,Nao_Inserido,0,Visual Concepts,Livre
MindJack,PS3,2011,Tiro,Square Enix,0.07,0.07,0.0,0.03,0.18,44.0,31,1.7,46,FeelPlus,+17
Marvel Super Hero Squad: Comic Combat,X360,2011,Acao,THQ,0.13,0.04,0.0,0.01,0.18,Nao_Inserido,0,Nao_Inserido,0,THQ,+10
NBA Live 16,PS4,2015,Esporte,Electronic Arts,0.1,0.04,0.0,0.03,0.18,59.0,27,6.1,70,EA Sports,Livre
WWE SmackDown vs. Raw 2009,DS,2008,Combate,THQ,0.14,0.02,0.0,0.01,0.18,58.0,15,7.8,6,TOSE,+14
Dead or Alive Paradise,PSP,2010,Diversos,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.18,38.0,34,5.6,37,"Team Ninja, Tecmo",+17
Dark Souls II,PC,2014,Rpg,Namco Bandai Games,0.08,0.08,0.0,0.01,0.17,91.0,36,7.1,2318,From Software,+14
The Suffering: Ties That Bind,PS2,2005,Acao,Midway Games,0.09,0.07,0.0,0.02,0.17,75.0,37,8.0,23,Surreal Software,+17
EyeToy: Kinetic,PS2,2005,Esporte,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,78.0,32,8.3,11,SCEE London Studio,Livre
Transformers: Prime,3DS,2012,Acao,Activision,0.13,0.02,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Fancy Nancy: Tea Party Time!,DS,2010,Aventura,THQ,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Webfoot Technologies,Livre
Project Spark,XOne,2014,Diversos,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,73.0,26,7.0,151,Microsoft Game Studios,+10
Army Men: Sarge's Heroes 2,PS2,2001,Tiro,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,54.0,15,4.6,5,3DO,+14
Yakuza Zero: The Place of Oath,PS4,2015,Acao,Sega,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Wild Thornberrys: Animal Adventures,PS,2000,Aventura,Mattel Interactive,0.1,0.07,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Cabela's Adventure Camp,Wii,2011,Diversos,Activision,0.14,0.02,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Cauldron Ltd.,Livre
SEGA Bass Fishing Duel,PS2,2002,Esporte,Sega,0.09,0.07,0.0,0.02,0.17,68.0,13,Nao_Inserido,0,Wow Entertainment,Livre
Sports Illustrated for Kids: Baseball,GBA,2001,Esporte,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,39.0,4,Nao_Inserido,0,Sennari Interactive,Livre
Mark Davis Pro Bass Challenge,PS2,2002,Esporte,Natsume,0.09,0.07,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Sims,Livre
Rugrats: Royal Ransom,GC,2002,Plataforma,THQ,0.13,0.03,0.0,0.0,0.17,Nao_Inserido,0,6.7,6,Avalanche Software,Livre
Winning Eleven: Pro Evolution Soccer 2007,DS,2006,Esporte,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,63.0,5,7.9,12,KCET,Livre
Warriors of Might and Magic,PS2,2001,Aventura,3DO,0.09,0.07,0.0,0.02,0.17,49.0,12,4.5,6,3DO,+14
Rapala Fishing Frenzy 2009,PS3,2008,Esporte,Activision,0.16,0.0,0.0,0.01,0.17,31.0,4,4.4,9,FUN Labs,Livre
Petz: Horseshoe Ranch,DS,2009,Aventura,Ubisoft,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Open Season,GC,2006,Plataforma,Ubisoft,0.13,0.03,0.0,0.0,0.17,59.0,6,Nao_Inserido,0,Ubisoft,+10
Ridge Racer,PSV,2011,Corrida,Namco Bandai Games,0.03,0.07,0.05,0.02,0.17,44.0,39,3.7,59,"Namco Bandai Games, Cellius",+10
EyePet & Friends,PS3,2011,Simulação,Sony Computer Entertainment,0.06,0.08,0.0,0.03,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Street Fighter: The Movie,PS,1995,Combate,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Major League Baseball 2K9,PS3,2009,Esporte,Spike,0.16,0.0,0.0,0.01,0.17,61.0,19,4.0,6,2K Sports,Livre
World Championship Poker,GBA,2004,Diversos,Crave Entertainment,0.12,0.05,0.0,0.0,0.17,66.0,5,Nao_Inserido,0,Sensory Sweep,Livre
Global Defence Force,PS2,2005,Tiro,Essential Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Major League Baseball 2K6,GC,2006,Esporte,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,66.0,8,Nao_Inserido,0,Kush Games,Livre
WordJong Party,Wii,2008,Quebra_cabeca,Destineer,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Magellan Interactive,Livre
SaGa 2: Hihou Densetsu - Goddess of Destiny,DS,2009,Rpg,Square Enix,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Smash Court Tennis Pro Tournament,PS2,2002,Esporte,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,73.0,15,7.4,10,Namco,Livre
Super Robot Taisen L,DS,2010,Estratégia,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Race Pro,X360,2009,Corrida,Atari,0.06,0.09,0.0,0.02,0.17,72.0,54,7.0,60,SimBin,Livre
The Grim Adventures of Billy & Mandy,GC,2006,Acao,Midway Games,0.13,0.03,0.0,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NBA Inside Drive 2004,XB,2003,Esporte,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,71.0,31,8.2,11,High Voltage Software,Livre
The King of Fighters '97,PS,1998,Combate,SNK,0.0,0.0,0.16,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Time Commando,PS,1996,Acao,Adeline Software,0.1,0.07,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Professional Fisherman's Tour: Northern Hemisphere,DS,2007,Esporte,505 Games,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Starfish,Livre
Kekkaishi: Karasumori Ayakashi Kidan,DS,2007,Acao,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Gretzky NHL 2005,PS2,2004,Esporte,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,66.0,24,9.1,14,Page 44 Studios,Livre
Dungeon Siege III,PC,2011,Rpg,Square Enix,0.08,0.08,0.0,0.02,0.17,72.0,37,4.7,399,Obsidian Entertainment,+14
The Hobbit,GC,2003,Plataforma,Vivendi Games,0.13,0.03,0.0,0.0,0.17,61.0,17,7.3,8,Inevitable Entertainment,Livre
MotoGP 15,PS4,2015,Corrida,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17,66.0,15,Nao_Inserido,0,Milestone S.r.l,Nao_Inserido
Backyard Sports Football: Rookie Rush,DS,2010,Esporte,Atari,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Skate it,DS,2008,Esporte,Electronic Arts,0.14,0.02,0.0,0.01,0.17,72.0,13,7.8,12,Exient Entertainment,Livre
Cabela's Legendary Adventures,Wii,2008,Esporte,Activision,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,FUN Labs,+14
True Crime: New York City,GC,2005,Acao,Activision,0.13,0.03,0.0,0.0,0.17,59.0,25,8.8,24,Exakt,+17
Metal Arms: Glitch in the System,XB,2003,Tiro,Vivendi Games,0.13,0.04,0.0,0.01,0.17,82.0,35,8.7,15,Swingin' Ape,+14
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Acao,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Toukiden Kiwami,PS4,2015,Acao,Tecmo Koei,0.05,0.07,0.02,0.02,0.17,74.0,35,7.6,74,Koei Tecmo Games,+14
The Secret World,PC,2012,Rpg,Funcom,0.07,0.08,0.0,0.02,0.17,74.0,55,8.2,1326,Funcom,+17
Ice Age: Dawn of the Dinosaurs,PS2,2009,Acao,Activision,0.08,0.07,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Activision,+10
ESPN Final Round Golf 2002,GBA,2001,Esporte,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,70.0,10,Nao_Inserido,0,Konami Computer Entertainment Nagoya,Livre
Iron Chef America: Supreme Cuisine,Wii,2008,Simulação,Destineer,0.16,0.0,0.0,0.01,0.17,42.0,4,Nao_Inserido,0,Black Lantern Studios,+10
MDK2 Armageddon,PS2,2001,Tiro,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,80.0,19,8.3,11,BioWare,+14
Exhibition Volume 02,XB,2003,Diversos,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NHL 2K9,X360,2008,Esporte,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,69.0,33,6.7,7,Visual Concepts,+10
I Spy: Castle,DS,2011,Quebra_cabeca,Scholastic Inc.,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Gusto Games,Livre
Fight Night Round 2,GC,2005,Combate,Electronic Arts,0.13,0.03,0.0,0.0,0.17,87.0,32,7.9,7,EA Sports,+14
Disney's Atlantis: The Lost Empire,PS,2001,Plataforma,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,73.0,7,8.5,6,Eurocom Entertainment Software,Livre
Power Pro Kun Pocket,GB,1999,Esporte,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The King of Fighters '97,SAT,1998,Combate,SNK,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tamagotchi no Narikiri Challenge,DS,2010,Acao,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Madden NFL 17,X360,2016,Esporte,Electronic Arts,0.14,0.02,0.0,0.02,0.17,Nao_Inserido,0,0.7,6,EA Sports,Livre
Jewel Match,DS,2010,Quebra_cabeca,PlayV,0.05,0.11,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Joindots,Livre
Space Battleship Yamato: Harukanaru Hoshi Iscandar,PS,1999,Estratégia,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Lost in Blue 3,DS,2007,Aventura,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,59.0,19,Nao_Inserido,0,Matrix Software,+10
Sound Novel Evolution 1: Otogirisou Sosei-Hen,PS,1999,Aventura,ChunSoft,0.0,0.0,0.16,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Stormrise,PS3,2009,Estratégia,Sega,0.13,0.02,0.0,0.02,0.17,51.0,28,5.3,20,Creative Assembly,+17
Psi-Ops: The Mindgate Conspiracy,XB,2004,Tiro,Midway Games,0.13,0.04,0.0,0.01,0.17,84.0,55,7.9,18,Midway,+17
X-Men: The Official Game,X360,2006,Acao,Activision,0.16,0.0,0.0,0.01,0.17,52.0,57,6.1,20,"Z-Axis, Ltd.",+14
SWAT: Global Strike Team,XB,2003,Tiro,Vivendi Games,0.13,0.04,0.0,0.01,0.17,69.0,22,6.3,7,Argonaut Games,+17
Horrid Henry: Missions of Mischief,DS,2010,Aventura,SouthPeak Games,0.01,0.14,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Asylum Entertainment,Livre
Cabela's Legendary Adventures,PSP,2008,Esporte,Activision,0.16,0.0,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,FUN Labs,+14
Pictionary,DS,2010,Quebra_cabeca,THQ,0.09,0.06,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,ImaginEngine,Livre
Hitman: HD Trilogy,X360,2013,Acao,Square Enix,0.07,0.08,0.0,0.02,0.17,69.0,14,7.2,45,Io Interactive,+17
MX World Tour Featuring Jamie Little,PS2,2005,Corrida,Play It,0.08,0.07,0.0,0.02,0.17,52.0,4,Nao_Inserido,0,Impulse Games,Livre
Goblin Commander: Unleash the Horde,PS2,2003,Estratégia,Jaleco,0.08,0.07,0.0,0.02,0.17,68.0,21,8.7,14,Jaleco Entertainment,+14
uDraw Studio: Instant Artist,Wii,2011,Diversos,THQ,0.06,0.09,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,THQ,Livre
Hello Kitty: Happy Party Pals,GBA,2005,Diversos,THQ,0.12,0.05,0.0,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Esporte,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Backyard NFL Football '09,PS2,2008,Esporte,Atari,0.08,0.07,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
World Destruction League: Thunder Tanks,PS2,2000,Acao,3DO,0.08,0.07,0.0,0.02,0.17,65.0,16,5.9,7,3DO,+14
Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Tiro,Ubisoft,0.05,0.1,0.0,0.02,0.17,71.0,13,4.9,368,Ubisoft Paris,+17
Backyard Baseball '10,PS2,2009,Esporte,Atari,0.08,0.07,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Farsight Studios,Livre
Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Acao,Capcom,0.0,0.0,0.16,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Broken Sword: Shadows of the Templars - The Director's Cut,DS,2009,Aventura,Ubisoft,0.07,0.08,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
PlayStation Move Heroes,PS3,2011,Plataforma,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,53.0,39,6.1,16,Nihilistic,+10
The King of Fighters '95,PS,1996,Combate,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
RoadKill,PS2,2003,Acao,Midway Games,0.08,0.07,0.0,0.02,0.17,71.0,27,7.9,11,Terminal Reality,+17
Hanjuku Eiyuu Tai 3D,PS2,2003,Rpg,Square Enix,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
.hack//G.U. Vol.3//Redemption,PS2,2007,Rpg,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Super Robot Taisen Compact 2 Dai-1-Bu,WS,2000,Estratégia,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Looney Tunes: Back in Action,GC,2003,Plataforma,Warner Bros. Interactive Entertainment,0.13,0.03,0.0,0.0,0.17,64.0,6,5.0,4,Warthog,Livre
Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Acao,THQ,0.12,0.03,0.0,0.02,0.17,54.0,6,Nao_Inserido,0,THQ,+10
The Chronicles of Narnia: Prince Caspian,PS3,2008,Acao,Disney Interactive Studios,0.14,0.01,0.0,0.02,0.17,56.0,16,5.6,8,Traveller's Tales,+14
Tak: The Great Juju Challenge,GBA,2005,Plataforma,THQ,0.12,0.05,0.0,0.0,0.17,52.0,6,Nao_Inserido,0,WayForward,Livre
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Diversos,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
SingStar Motown,PS3,2009,Diversos,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Macross Ultimate Frontier,PSP,2009,Acao,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Top Spin 2,X360,2006,Esporte,Take-Two Interactive,0.15,0.0,0.0,0.01,0.17,75.0,52,6.8,25,Pam Development,Livre
Hunter: The Reckoning Redeemer,XB,2003,Acao,Interplay,0.13,0.04,0.0,0.01,0.17,72.0,26,8.6,5,High Voltage Software,+17
Age of Empires III: Complete Collection,PC,2009,Estratégia,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,Nao_Inserido,0,8.5,41,Microsoft Game Studios,+14
Captain America: Super Soldier,X360,2011,Acao,Sega,0.11,0.05,0.0,0.01,0.17,60.0,48,6.4,37,Next Level Games,+14
Tokyo Xtreme Racer,DC,1999,Corrida,Genki,0.0,0.0,0.17,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Fighter Maker,PS,1998,Combate,Agetec,0.05,0.04,0.07,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Danganronpa 2: Goodbye Despair,PSV,2014,Diversos,Nippon Ichi Software,0.08,0.05,0.0,0.04,0.17,81.0,50,8.7,140,Spike Chunsoft,+17
Thief: Deadly Shadows,XB,2004,Acao,Eidos Interactive,0.13,0.04,0.0,0.01,0.17,82.0,61,7.3,12,Ion Storm,+17
Monkey Island: Special Edition Collection,PC,2011,Aventura,LucasArts,0.0,0.14,0.0,0.03,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
MotoGP 10/11,PS3,2011,Corrida,Capcom,0.04,0.1,0.0,0.03,0.17,68.0,32,6.1,23,Monumental Games,Livre
NBA 09: The Inside,PSP,2008,Esporte,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,79.0,9,7.4,7,SCEA San Diego Studios,Livre
Batman Begins,GBA,2005,Acao,Electronic Arts,0.12,0.05,0.0,0.0,0.17,61.0,5,6.9,9,Vicarious Visions,+10
Mercury Meltdown Revolution,Wii,2007,Acao,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77.0,41,7.4,16,Ignition Entertainment,Livre
Glover,PS,1999,Plataforma,Atari,0.09,0.06,0.0,0.01,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dragon Ball GT: Game Boy Advance Video Volume 1,GBA,2004,Diversos,Nao_Inserido,0.12,0.05,0.0,0.0,0.17,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Country Dance: All Stars,X360,2012,Acao,GameMill Entertainment,0.16,0.0,0.0,0.01,0.17,Nao_Inserido,0,5.2,5,High Voltage Software,+10
