Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
A.C.E.: Another Century's Episode R,PS3,2010,Simulação,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,325.0
Rune: Viking Warlord,PS2,2001,Acao,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,53.0,16,7.3,11,Human Head Studios,+17,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,1344.0
The Incredible Hulk,X360,2008,Acao,Sega,0.22,0.02,0.0,0.02,0.26,55.0,42,6.4,24,Edge of Reality,+14,Restrito,Baixo,84.61538461538461,7.6923076923076925,0.0,0.07692307692307693,1344.0
Panzer Dragoon Orta,XB,2002,Tiro,Sega,0.16,0.05,0.04,0.01,0.26,90.0,41,8.5,64,Smilebit,+14,Restrito,Baixo,61.53846153846154,19.230769230769234,15.384615384615385,0.038461538461538464,615.0
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Esporte,Konami Digital Entertainment,0.0,0.0,0.25,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,96.15384615384615,0.07692307692307693,1041.0
Aikatsu! 2-nin no My Princess,3DS,2013,Acao,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
King's Field II,PS,1996,Rpg,From Software,0.08,0.06,0.11,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,30.76923076923077,23.076923076923077,42.30769230769231,0.07692307692307693,576.0
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulação,Nintendo,0.25,0.0,0.0,0.02,0.26,87.0,4,5.6,9,Indies Zero,Livre,Todos,Baixo,96.15384615384615,0.0,0.0,0.07692307692307693,325.0
NCAA Gamebreaker,PS,1996,Esporte,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,57.692307692307686,38.46153846153847,0.0,0.07692307692307693,1041.0
Battle of Giants: Mutant Insects,DS,2010,Estratégia,Ubisoft,0.09,0.14,0.0,0.03,0.26,68.99436302142053,0,7.126329894144447,0,Ubisoft,+10,Restrito,Baixo,34.61538461538461,53.846153846153854,0.0,0.11538461538461538,172.0
Petz: Horsez 2,PS2,2007,Simulação,Ubisoft,0.13,0.1,0.0,0.03,0.26,68.99436302142053,0,7.126329894144447,0,Ubisoft,Livre,Todos,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,325.0
NPPL: Championship Paintball 2009,PS2,2008,Tiro,Activision Value,0.13,0.1,0.0,0.03,0.26,68.99436302142053,0,8.3,11,FUN Labs,+10,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,615.0
Suikoden Tierkreis,DS,2008,Rpg,Konami Digital Entertainment,0.09,0.01,0.15,0.01,0.26,76.0,24,7.4,37,Konami,+10,Restrito,Baixo,34.61538461538461,3.8461538461538463,57.692307692307686,0.038461538461538464,576.0
Superman Returns,X360,2006,Acao,Electronic Arts,0.23,0.01,0.0,0.02,0.26,51.0,48,6.2,49,EA Tiburon,+14,Restrito,Baixo,88.46153846153845,3.8461538461538463,0.0,0.07692307692307693,1344.0
Shin Megami Tensei: Devil Survivor,DS,2009,Rpg,Atlus,0.13,0.0,0.12,0.01,0.26,84.0,28,8.8,79,Atlus,+14,Restrito,Baixo,50.0,0.0,46.15384615384615,0.038461538461538464,576.0
Angry Birds Star Wars,Wii,2013,Estratégia,Activision,0.15,0.09,0.0,0.02,0.26,68.99436302142053,0,2.8,5,Exient Entertainment,Livre,Todos,Baixo,57.692307692307686,34.61538461538461,0.0,0.07692307692307693,172.0
Tomba!,PS,1997,Plataforma,Sony Computer Entertainment,0.15,0.1,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,57.692307692307686,38.46153846153847,0.0,0.07692307692307693,445.0
Love Plus,DS,2009,Simulação,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,325.0
Tales of Eternia,PSP,2005,Rpg,Ubisoft,0.0,0.01,0.25,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,3.8461538461538463,96.15384615384615,0.0,576.0
Tales of Innocence,DS,2007,Rpg,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,576.0
Tearaway Unfolded,PS4,2015,Plataforma,Sony Computer Entertainment,0.09,0.13,0.0,0.04,0.26,81.0,70,8.1,188,Media Molecule,Livre,Todos,Baixo,34.61538461538461,50.0,0.0,0.15384615384615385,445.0
MLB SlugFest 2006,PS2,2006,Esporte,Midway Games,0.13,0.1,0.0,0.03,0.26,56.0,11,7.5,10,Blue Shift,+10,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,1041.0
Etrian Odyssey II: Heroes of Lagaard,DS,2008,Rpg,Atlus,0.09,0.0,0.16,0.01,0.26,82.0,17,8.9,24,Atlus,+10,Restrito,Baixo,34.61538461538461,0.0,61.53846153846154,0.038461538461538464,576.0
Virtua Racing,GEN,1994,Corrida,Sega,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,503.0
Rugrats: I Gotta Go Party,GBA,2002,Acao,THQ,0.19,0.07,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,1344.0
The Incredible Hulk,PS3,2008,Acao,Sega,0.22,0.02,0.0,0.02,0.26,55.0,26,6.8,20,Edge of Reality,+14,Restrito,Baixo,84.61538461538461,7.6923076923076925,0.0,0.07692307692307693,1344.0
Deadly Premonition,X360,2010,Acao,Rising Star Games,0.18,0.06,0.0,0.02,0.26,68.0,39,8.2,332,Access Games,+17,Restrito,Baixo,69.23076923076923,23.076923076923077,0.0,0.07692307692307693,1344.0
Family Feud: 2010 Edition,DS,2009,Diversos,Ubisoft,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Ludia Inc.,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,590.0
DS Bungaku Zenshuu,DS,2007,Diversos,Nintendo,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,590.0
Bolt,PS2,2008,Aventura,Disney Interactive Studios,0.09,0.02,0.0,0.16,0.26,68.99436302142053,0,7.126329894144447,0,Avalanche Software,+10,Restrito,Baixo,34.61538461538461,7.6923076923076925,0.0,0.6153846153846154,186.0
Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Acao,THQ,0.21,0.04,0.0,0.02,0.26,49.0,6,7.126329894144447,0,THQ,+10,Restrito,Baixo,80.76923076923076,15.384615384615385,0.0,0.07692307692307693,1344.0
Inazuma Eleven GO 3: Galaxy,3DS,2013,Esporte,Level 5,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1041.0
Ford Racing 3,PS2,2004,Corrida,Take-Two Interactive,0.13,0.1,0.0,0.03,0.26,50.0,7,6.6,8,Razorworks Studios,Livre,Todos,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,503.0
J Stars Victory Vs.,PS4,2015,Combate,Namco Bandai Games,0.08,0.14,0.0,0.04,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,30.76923076923077,53.846153846153854,0.0,0.15384615384615385,371.0
The Adventures of Tintin: The Game,PS3,2011,Acao,Ubisoft,0.06,0.15,0.0,0.05,0.26,59.0,27,5.7,13,Ubisoft Montpellier,+10,Restrito,Baixo,23.076923076923077,57.692307692307686,0.0,0.19230769230769232,1344.0
Call of Duty: Black Ops 3,PC,2015,Tiro,Activision,0.0,0.25,0.0,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,96.15384615384615,0.0,0.038461538461538464,615.0
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Rpg,Sega,0.1,0.08,0.05,0.03,0.26,68.99436302142053,0,8.4,8,Sonic Team,+14,Restrito,Baixo,38.46153846153847,30.76923076923077,19.230769230769234,0.11538461538461538,576.0
Jikkyou Powerful Pro Yakyuu 2013,PS3,2013,Esporte,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1041.0
Major League Baseball 2K10,Wii,2010,Esporte,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,53.0,4,7.126329894144447,0,Visual Concepts,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,1041.0
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Acao,THQ,0.19,0.07,0.0,0.0,0.26,55.0,5,7.126329894144447,0,Human Soft,Livre,Todos,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,1344.0
Dragon Ball Z: Tenkaichi Tag Team,PSP,2010,Combate,Namco Bandai Games,0.11,0.03,0.09,0.03,0.26,63.0,22,8.6,20,Spike,+14,Restrito,Baixo,42.30769230769231,11.538461538461538,34.61538461538461,0.11538461538461538,371.0
Etrian Odyssey Untold: The Millennium Girl,3DS,2013,Rpg,Atlus,0.1,0.01,0.14,0.01,0.26,80.0,41,8.2,89,Atlus,+14,Restrito,Baixo,38.46153846153847,3.8461538461538463,53.846153846153854,0.038461538461538464,576.0
Sengoku Basara 2,PS2,2006,Acao,Capcom,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
Hey Arnold! The Movie,GBA,2002,Plataforma,THQ,0.19,0.07,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,445.0
Final Fantasy V Advance,GBA,2006,Rpg,Nintendo,0.0,0.0,0.26,0.01,0.26,83.0,25,7.2,75,TOSE,Livre,Todos,Baixo,0.0,0.0,100.0,0.038461538461538464,576.0
Need for Speed: Most Wanted,GBA,2005,Corrida,Electronic Arts,0.19,0.07,0.0,0.0,0.26,68.99436302142053,0,8.3,14,EA Canada,Livre,Todos,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,503.0
Star Trek: Invasion,PS,2000,Simulação,Activision,0.15,0.1,0.0,0.02,0.26,76.0,12,7.126329894144447,0,Warthog,Livre,Todos,Baixo,57.692307692307686,38.46153846153847,0.0,0.07692307692307693,325.0
Star Wars: Bounty Hunter,GC,2002,Tiro,LucasArts,0.2,0.05,0.0,0.01,0.26,67.0,20,7.6,16,LucasArts,+14,Restrito,Baixo,76.92307692307693,19.230769230769234,0.0,0.038461538461538464,615.0
Tom and Jerry in War of the Whiskers,PS2,2002,Combate,Ubisoft,0.13,0.1,0.0,0.03,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,371.0
Ace Attorney Investigations 2,DS,2011,Aventura,Capcom,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,186.0
Dynasty Warriors 7: Xtreme Legends,PS3,2011,Acao,Tecmo Koei,0.04,0.04,0.16,0.02,0.26,64.0,11,7.8,9,Omega Force,+14,Restrito,Baixo,15.384615384615385,15.384615384615385,61.53846153846154,0.07692307692307693,1344.0
Bratz: The Movie,Wii,2007,Simulação,THQ,0.23,0.01,0.0,0.02,0.26,68.99436302142053,0,5.0,6,Blitz Games,Livre,Todos,Baixo,88.46153846153845,3.8461538461538463,0.0,0.07692307692307693,325.0
TouchMaster 3(Others sales),DS,2009,Quebra_cabeca,Warner Bros. Interactive Entertainment,0.0,0.24,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,92.3076923076923,0.0,0.07692307692307693,162.0
Naruto: Ultimate Ninja Heroes,PSP,2006,Combate,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,70.0,11,6.6,11,Bandai,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,371.0
Angry Birds Trilogy,X360,2012,Acao,Activision,0.18,0.05,0.0,0.02,0.26,63.0,13,3.5,27,"Rovio Mobile, Rovio Entertainment",Livre,Todos,Baixo,69.23076923076923,19.230769230769234,0.0,0.07692307692307693,1344.0
Jikkyou Powerful Pro Yakyuu 2011,PS3,2011,Esporte,Konami Digital Entertainment,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1041.0
Major League Baseball 2K9,Wii,2009,Esporte,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,61.0,5,4.5,10,2K Sports,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,1041.0
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,GBA,2006,Diversos,Konami Digital Entertainment,0.14,0.05,0.07,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,53.846153846153854,19.230769230769234,26.923076923076927,0.038461538461538464,590.0
WWE 2K17,XOne,2016,Esporte,Take-Two Interactive,0.12,0.12,0.0,0.02,0.26,68.0,12,5.5,27,Yuke's,+14,Restrito,Baixo,46.15384615384615,46.15384615384615,0.0,0.07692307692307693,1041.0
Power Pro Kun Pocket 5,GBA,2003,Esporte,Konami Digital Entertainment,0.0,0.0,0.25,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,96.15384615384615,0.038461538461538464,1041.0
Battlestations: Midway,X360,2007,Estratégia,Eidos Interactive,0.21,0.02,0.0,0.02,0.26,73.0,55,7.1,40,Eidos Interactive,+14,Restrito,Baixo,80.76923076923076,7.6923076923076925,0.0,0.07692307692307693,172.0
Konjiki no Gashbell!! Makai no Bookmark,GBA,2004,Aventura,Banpresto,0.0,0.0,0.25,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,96.15384615384615,0.038461538461538464,186.0
Riding Spirits,PS2,2002,Corrida,BAM! Entertainment,0.13,0.1,0.0,0.03,0.26,59.0,14,9.0,17,Spike,Livre,Todos,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,503.0
Project CARS,XOne,2015,Corrida,Slightly Mad Studios,0.11,0.13,0.0,0.02,0.26,81.0,16,5.8,135,Slightly Mad Studios,Livre,Todos,Baixo,42.30769230769231,50.0,0.0,0.07692307692307693,503.0
MLB 09: The Show,PSP,2009,Esporte,Sony Computer Entertainment,0.24,0.0,0.0,0.02,0.26,78.0,12,6.9,7,SCEA San Diego Studios,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,1041.0
Bust A Groove 2,PS,1999,Diversos,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8,8.9,35,Metro,Livre,Todos,Baixo,15.384615384615385,11.538461538461538,69.23076923076923,0.07692307692307693,590.0
Inazuma Eleven Strikers,Wii,2011,Rpg,Nintendo,0.0,0.01,0.25,0.0,0.26,59.0,16,7.9,10,Level 5,Nao_Inserido,Restrito,Baixo,0.0,3.8461538461538463,96.15384615384615,0.0,576.0
The Amazing Spider-Man 2 (2014),PS3,2014,Acao,Activision,0.06,0.14,0.02,0.04,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,23.076923076923077,53.846153846153854,7.6923076923076925,0.15384615384615385,1344.0
Hatsune Miku: Project Diva,PSP,2009,Diversos,Sega,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,590.0
Gundam Battle Universe,PSP,2008,Combate,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,371.0
Sengoku Basara: Battle Heroes,PSP,2009,Acao,Capcom,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
Armorines: Project S.W.A.R.M.,N64,1999,Tiro,Acclaim Entertainment,0.21,0.05,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.76923076923076,19.230769230769234,0.0,0.0,615.0
Nightmare Creatures,N64,1996,Acao,Activision,0.21,0.05,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.76923076923076,19.230769230769234,0.0,0.0,1344.0
Star Wars Episode I: Battle for Naboo,N64,2000,Simulação,LucasArts,0.21,0.05,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.76923076923076,19.230769230769234,0.0,0.0,325.0
Duke Nukem: Zero Hour,N64,1999,Tiro,GT Interactive,0.21,0.05,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,80.76923076923076,19.230769230769234,0.0,0.0,615.0
NCAA March Madness 08,PS2,2007,Esporte,Electronic Arts,0.13,0.1,0.0,0.03,0.26,68.99436302142053,0,5.0,8,EA Canada,Livre,Todos,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,1041.0
Armored Core: Nexus,PS2,2004,Simulação,Indie Games,0.06,0.05,0.14,0.02,0.26,73.0,19,8.7,7,From Software,+14,Restrito,Baixo,23.076923076923077,19.230769230769234,53.846153846153854,0.07692307692307693,325.0
Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Diversos,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Take-Two Interactive,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,590.0
Evolution Skateboarding,PS2,2002,Esporte,Konami Digital Entertainment,0.13,0.1,0.0,0.03,0.26,44.0,14,6.7,9,Konami,+14,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,1041.0
Dora the Explorer: The Search for Pirate Pig's Treasure,GBA,2002,Aventura,NewKidCo,0.19,0.07,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Cinegroupe,Livre,Todos,Baixo,73.07692307692307,26.923076923076927,0.0,0.0,186.0
Yakuza: Ishin,PS3,2014,Acao,Sega,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
Babysitting Mania,DS,2008,Simulação,Majesco Entertainment,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,iWin,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,325.0
Scene It? Twilight,Wii,2009,Diversos,Konami Digital Entertainment,0.16,0.07,0.0,0.02,0.26,49.0,5,7.126329894144447,0,Artificial Mind and Movement,+14,Restrito,Baixo,61.53846153846154,26.923076923076927,0.0,0.07692307692307693,590.0
Outlaw Volleyball,XB,2003,Esporte,TDK Mediactive,0.19,0.06,0.0,0.01,0.26,77.0,33,8.4,7,Hypnotix,+17,Restrito,Baixo,73.07692307692307,23.076923076923077,0.0,0.038461538461538464,1041.0
Batman: Vengeance,GC,2001,Aventura,Ubisoft,0.2,0.05,0.0,0.01,0.26,70.0,17,5.8,16,Ubisoft Montreal,+14,Restrito,Baixo,76.92307692307693,19.230769230769234,0.0,0.038461538461538464,186.0
RealSports Football,2600,1981,Esporte,Atari,0.24,0.01,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,92.3076923076923,3.8461538461538463,0.0,0.0,1041.0
Tiger Woods PGA Tour 10,PS2,2009,Esporte,Electronic Arts,0.12,0.01,0.0,0.13,0.26,68.99436302142053,0,7.126329894144447,0,EA Tiburon,Livre,Todos,Baixo,46.15384615384615,3.8461538461538463,0.0,0.5,1041.0
Summer Sports 2: Island Sports Party,Wii,2008,Esporte,Ubisoft,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Destineer,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,1041.0
SD Gundam G Generation: Cross Drive,DS,2007,Estratégia,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,172.0
Dungeons & Dragons Heroes,XB,2003,Rpg,Atari,0.19,0.06,0.0,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,73.07692307692307,23.076923076923077,0.0,0.038461538461538464,576.0
Imagine: Fashion Party,Wii,2009,Simulação,Ubisoft,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,"Lexis Numerique, Virtual Toys",Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,325.0
McGrath Vs. Pastrana Freestyle Motocross,PS,2000,Corrida,Acclaim Entertainment,0.14,0.1,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,53.846153846153854,38.46153846153847,0.0,0.07692307692307693,503.0
Spider-Man: Web of Shadows,PS3,2008,Acao,Activision,0.2,0.04,0.0,0.02,0.26,67.0,44,7.9,34,"Treyarch, Shaba Games",+14,Restrito,Baixo,76.92307692307693,15.384615384615385,0.0,0.07692307692307693,1344.0
Legaia 2: Duel Saga,PS2,2001,Rpg,Eidos Interactive,0.13,0.1,0.0,0.03,0.26,67.0,21,8.4,43,Prokion,+14,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,576.0
Crash Nitro Kart,GC,2003,Corrida,Vivendi Games,0.2,0.05,0.0,0.01,0.26,66.0,10,7.4,8,Vicarious Visions,Livre,Todos,Baixo,76.92307692307693,19.230769230769234,0.0,0.038461538461538464,503.0
Samurai Warriors 4,PS3,2014,Acao,Tecmo Koei,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,8.0,11,Omega Force,+14,Restrito,Baixo,0.0,0.0,100.0,0.0,1344.0
Classic NES Series: Bomberman,GBA,2004,Acao,Nintendo,0.1,0.04,0.11,0.01,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,38.46153846153847,15.384615384615385,42.30769230769231,0.038461538461538464,1344.0
Don King Boxing,Wii,2009,Esporte,Take-Two Interactive,0.14,0.09,0.0,0.03,0.26,55.0,17,7.126329894144447,0,2K Shanghai,+14,Restrito,Baixo,53.846153846153854,34.61538461538461,0.0,0.11538461538461538,1041.0
ExciteBots: Trick Racing,Wii,2009,Corrida,Nintendo,0.24,0.0,0.0,0.02,0.26,77.0,29,8.6,26,Monster Games Inc.,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,503.0
A.C.E.: Another Century's Episode,PS2,2005,Simulação,Banpresto,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,325.0
Frogger's Journey: The Forgotten Relic,GBA,2003,Acao,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.26,59.0,6,7.126329894144447,0,Konami Computer Entertainment Hawaii,Livre,Todos,Baixo,69.23076923076923,26.923076923076927,0.0,0.0,1344.0
X-Men vs. Street Fighter,SAT,1997,Combate,Capcom,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,371.0
Dora the Explorer: Game Boy Advance Video Volume 1,GBA,2004,Diversos,Nao_Inserido,0.18,0.07,0.0,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,69.23076923076923,26.923076923076927,0.0,0.0,590.0
Oddworld: Stranger's Wrath,XB,2005,Aventura,Electronic Arts,0.19,0.06,0.0,0.01,0.26,88.0,65,9.1,58,Oddworld Inhabitants,+14,Restrito,Baixo,73.07692307692307,23.076923076923077,0.0,0.038461538461538464,186.0
King of Fighters: Maximum Impact,PS2,2004,Combate,Ignition Entertainment,0.13,0.1,0.0,0.03,0.26,64.0,45,6.9,12,SNK Playmore,+14,Restrito,Baixo,50.0,38.46153846153847,0.0,0.11538461538461538,371.0
Marvel Super Heroes vs. Street Fighter,PS,1998,Combate,Virgin Interactive,0.14,0.1,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,53.846153846153854,38.46153846153847,0.0,0.07692307692307693,371.0
Atelier Ayesha: The Alchemist of Dusk,PS3,2012,Rpg,Tecmo Koei,0.06,0.04,0.14,0.02,0.26,70.0,17,6.6,120,Gust,+14,Restrito,Baixo,23.076923076923077,15.384615384615385,53.846153846153854,0.07692307692307693,576.0
Bratz Ponyz 2,DS,2008,Aventura,Game Factory,0.24,0.0,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Neko Entertainment,Livre,Todos,Baixo,92.3076923076923,0.0,0.0,0.07692307692307693,186.0
Battleborn,PS4,2016,Tiro,Take-Two Interactive,0.12,0.08,0.02,0.04,0.26,68.0,55,6.8,402,Gearbox Software,+14,Restrito,Baixo,46.15384615384615,30.76923076923077,7.6923076923076925,0.15384615384615385,615.0
J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Esporte,Sega,0.0,0.0,0.26,0.0,0.26,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1041.0
Littlest Pet Shop: Friends,Wii,2009,Simulação,Electronic Arts,0.21,0.02,0.0,0.02,0.26,68.99436302142053,0,7.126329894144447,0,Artech Studios,Livre,Todos,Baixo,80.76923076923076,7.6923076923076925,0.0,0.07692307692307693,325.0
